date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:35:23	923151/923151	---M--	200	added ('OK')	image/svg+xml	etag:%22e160f-5d9626ba53dab%22	https://mannatthemes.com/selfown/default/fonts/la-solid-900.svg	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/la-solid-900.svg	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:24	316848/316848	---M--	200	added ('OK')	font/woff	etag:%224d5b0-5d9626ba5ab0e%22	https://mannatthemes.com/selfown/default/fonts/tabler-icons.woff	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/tabler-icons.woff	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:25	176987/176987	---M-Z	200	added ('OK')	text/css	etag:%222b35b-5d9626ba4ef89-gzip%22	https://mannatthemes.com/selfown/default/css/style.min.css	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/css/style.min.css	(from https://mannatthemes.com/selfown/default/index-4.html)
16:35:26	20988/20988	---M-Z	200	added ('OK')	text/html	etag:%2251fc-5d9626ba4dfe9-gzip%22	https://mannatthemes.com/selfown/default/blog-detail.html	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/blog-detail.html	(from https://mannatthemes.com/selfown/default/index.html)
16:35:26	1568/1568	---M-Z	200	added ('OK')	application/javascript	etag:%22620-5d9626ba5ca4e-gzip%22	https://mannatthemes.com/selfown/default/js/typed.js	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/js/typed.js	(from https://mannatthemes.com/selfown/default/index.html)
16:35:27	602476/602476	---M--	200	added ('OK')	font/ttf	etag:%229316c-5d9626ba5ab0e%22	https://mannatthemes.com/selfown/default/fonts/tabler-icons.ttf	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/tabler-icons.ttf	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:27	279/279	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Nov%202023%2011:05:28%20GMT	https://mannatthemes.com/selfown/default/js/simplebar.min.js	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/js/simplebar.min.js	(from https://mannatthemes.com/selfown/default/about.html)
16:35:30	187357/187357	---M--	200	added ('OK')	image/png	etag:%222dbdd-5d9626ba5baae%22	https://mannatthemes.com/selfown/default/images/personal/2.png	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/images/personal/2.png	(from https://mannatthemes.com/selfown/default/about.html)
16:35:31	185381/185381	---M--	200	added ('OK')	image/jpeg	etag:%222d425-5d9626ba5baae%22	https://mannatthemes.com/selfown/default/images/personal/4.jpg	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/images/personal/4.jpg	(from https://mannatthemes.com/selfown/default/blogs.html)
16:35:32	106160/106160	---M--	200	added ('OK')	image/jpeg	etag:%2219eb0-5d9626ba5baae%22	https://mannatthemes.com/selfown/default/images/personal/5.jpg	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/images/personal/5.jpg	(from https://mannatthemes.com/selfown/default/blogs.html)
16:35:32	146464/146464	---M--	200	added ('OK')	image/jpeg	etag:%2223c20-5d9626ba5baae%22	https://mannatthemes.com/selfown/default/images/personal/6.jpg	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/images/personal/6.jpg	(from https://mannatthemes.com/selfown/default/blogs.html)
16:35:32	2408776/2408776	---M--	200	added ('OK')	image/svg+xml	etag:%2224c148-5d9626ba58bcd%22	https://mannatthemes.com/selfown/default/fonts/tabler-icons.svg	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/tabler-icons.svg	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:34	5066/5066	---M--	200	added ('OK')	image/jpeg	etag:%2213ca-5d9626ba5ca4e%22	https://mannatthemes.com/selfown/default/images/users/user-1.jpg	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/images/users/user-1.jpg	(from https://mannatthemes.com/selfown/default/blog-detail.html)
